,Accuracy,Precision,Recall,F1-score,MCC,Threshold
0,0.9327102803738317,0.6871508379888268,0.7028571428571428,0.6949152542372882,0.6571585516477773,8.98906076862934
1,0.9183291770573566,0.5990990990990991,0.76,0.6700251889168766,0.6299193991836659,8.485790663245956
2,0.9276807980049875,0.642512077294686,0.76,0.6963350785340314,0.6585931542399566,8.068173671021889
3,0.9394884591391142,0.6934673366834171,0.7931034482758621,0.739946380697051,0.7079178758478392,8.65721442477617
4,0.9420560747663551,0.7928571428571428,0.6342857142857142,0.7047619047619047,0.6782297310347278,9.844249747133889
